Name,URL,Code,Location,Total,Methods
Cao Đẳng Văn Hóa Nghệ Thuật Du Lịch Yên Bái,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-du-lich-yen-bai-59,CVY,Yên Bái,None,None
Cao Đẳng Xây Dựng Công Trình Đô Thị,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-xay-dung-cong-trinh-do-thi-139,CDT,Hà Nội,None,None
Cao Đẳng Xây Dựng Nam Định,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-xay-dung-nam-dinh-108,CXN,Nam Định,None,None
Cao Đẳng Xây Dựng Số 1,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-xay-dung-so-1-154,CXH,Hà Nội,None,None
Cao Đẳng Công Nghiệp Huế,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-hue-15,CCH,Huế,None,None
Cao Đẳng Giao Thông Vận Tải II,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-giao-thong-van-tai-ii-85,CGD,Đà Nẵng,None,None
Cao Đẳng Giao Thông Vận Tải Miền Trung,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-giao-thong-van-tai-mien-trung-49,CGN,Nghệ An,None,None
Cao Đẳng Tài Nguyên và Môi Trường Miền Trung,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-tai-nguyen-va-moi-truong-mien-trung-126,CMM,Thanh Hóa,None,None
Cao Đẳng Kỹ Thuật Công Nghiệp Quảng Ngãi,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ky-thuat-cong-nghiep-quang-ngai-131,CCQ,Quảng Ngãi,None,None
"Cao đẳng Văn Hóa,Thể Thao Và Du Lịch Nguyễn Du",https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-the-thao-va-du-lich-nguyen-du-45,CVH,Hà Tĩnh,None,None
Cao Đẳng Văn Hóa Nghệ Thuật Nghệ An,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-nghe-an-51,CVV,Nghệ An,None,None
Cao Đẳng Y Tế Bình Thuận,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-y-te-binh-thuan-55,CYX,Bình Thuận,None,None
Cao Đẳng Công Nghệ Kinh Tế Và Thủy Lợi Miền Trung,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-kinh-te-va-thuy-loi-mien-trung-36,CEM,Quảng Nam,None,None
Cao Đẳng Điện Lực Miền Trung,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-dien-luc-mien-trung-38,CLD,Quảng Nam,None,None
Cao Đẳng Kinh Tế – Kế Hoạch Đà Nẵng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ke-hoach-da-nang-88,CKK,Đà Nẵng,None,None
Cao Đẳng Kỹ Thuật-Công Nghệ Vạn Xuân,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ky-thuat-cong-nghe-van-xuan-80,CVX,TP HCM,None,None
Cao Đẳng Lương Thực Thực Phẩm,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-luong-thuc-thuc-pham-89,CLT,Đà Nẵng,None,None
Cao Đẳng Thương Mại,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-thuong-mai-91,CMS,Đà Nẵng,None,None
Cao Đẳng Công Nghệ Và Kinh Tế Bảo Lộc,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-kinh-te-bao-loc-11,CBL,Lâm Đồng,None,None
Cao Đẳng Sư Phạm Kon Tum,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-kon-tum-185,C36,Kon Tum,None,None
Cao Đẳng Bách Khoa Đà Nẵng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-bach-khoa-da-nang-87,CKB,Đà Nẵng,None,None
Cao Đẳng Công Nghệ Thủ Đức,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-thu-duc-62,CCO,TP HCM,None,None
Cao Đẳng Công Nghiệp Cao Su,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghiep-cao-su-183,CSC,Bình Phước,None,None
Cao Đẳng Công Thương TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-thuong-tp-hcm-67,CES,TP HCM,None,None
Cao Đẳng Điện Lực TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-dien-luc-tp-hcm-64,CDE,TP HCM,None,None
Cao Đẳng Giao Thông Vận Tải TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-giao-thong-van-tai-tp-hcm-70,CGT,TP HCM,None,None
Cao Đẳng Kinh Tế-Công Nghệ TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-cong-nghe-tp-hcm-68,CET,TP HCM,None,None
Cao Đẳng Kinh Tế Đối Ngoại,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-doi-ngoai-72,CKD,TP HCM,None,None
Cao Đẳng Kinh Tế Kỹ Thuật TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-tp-hcm-76,CPL,TP HCM,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Vinatex TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-vinatex-tp-hcm-63,CCS,TP HCM,None,None
Cao Đẳng Kinh Tế TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-tp-hcm-66,CEP,TP HCM,None,None
Cao Đẳng Kỹ Thuật Lý Tự Trọng TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ky-thuat-ly-tu-trong-tp-hcm-74,CKP,TP HCM,None,None
Cao Đẳng Mỹ Thuật Trang Trí Đồng Nai,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-my-thuat-trang-tri-dong-nai-174,CDN,Đồng Nai,None,None
Cao Đẳng Phát Thanh Truyền Hình II,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-phat-thanh-truyen-hinh-ii-77,CPS,TP HCM,None,None
Cao Đẳng Văn Hóa Nghệ Thuật TP HCM,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-tp-hcm-82,CVN,TP HCM,None,None
Cao Đẳng Cơ Điện Và Nông Nghiệp Nam Bộ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-co-dien-va-nong-nghiep-nam-bo-33,CEN,Cần Thơ,None,None
Cao Đẳng Cộng Đồng Kiên Giang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-dong-kien-giang-165,D54,Kiên Giang,None,None
Cao Đẳng Kinh Tế – Kỹ Thuật Cần Thơ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-can-tho-32,CEC,Cần Thơ,None,None
Cao Đẳng Nông Nghiệp Nam Bộ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-nong-nghiep-nam-bo-132,CNN,Tiền Giang,None,None
Cao Đẳng Asean,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-asean-9,CSA,Hưng Yên,None,None
Cao Đẳng Lạc Việt,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-lac-viet-90,CLV,Đà Nẵng,None,None
Cao Đẳng Bách Khoa Hưng Yên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-bach-khoa-hung-yen-6,CBK,Hưng Yên,None,None
Cao Đẳng Bách Việt,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-bach-viet-61,CBV,TP HCM,None,None
Cao Đẳng Bán Công Công Nghệ và Quản Trị Doanh Nghiệp,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ban-cong-cong-nghe-va-quan-tri-doanh-nghiep-60,CBC,TP HCM,None,None
Cao Đẳng Công Nghệ Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-ha-noi-148,CNH,Hà Nội,None,None
Cao Đẳng Công Nghệ và Quản Trị Sonadezi,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-quan-tri-sonadezi-172,CDS,Đồng Nai,None,None
Cao Đẳng Đại Việt,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-dai-viet-141,CEO,Hà Nội,None,None
Cao Đẳng Hoan Châu,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-hoan-chau-50,CNA,Nghệ An,None,None
Cao Đẳng Kinh Tế – Kỹ Thuật Hà Nội,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-ha-noi-144,CKN,Hà Nội,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Miền Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-mien-nam-73,CKM,TP HCM,None,None
Cao Đẳng Ngoại Ngữ – Công Nghệ Việt Nhật,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-ngoai-ngu-cong-nghe-viet-nhat-188,CNC,Bắc Ninh,None,None
Cao Đẳng Phương Đông – Đà Nẵng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-phuong-dong-da-nang-92,CPN,Đà Nẵng,None,None
Cao Đẳng Phương Đông -Quảng Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-phuong-dong-quang-nam-39,CPD,Quảng Nam,None,None
Cao Đẳng Tư Thục Đức Trí,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-tu-thuc-duc-tri-84,CDA,Đà Nẵng,None,None
Cao Đẳng An Ninh Nhân Dân 2,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-an-ninh-nhan-dan-2-468,AD2,Hà Nội,None,None
Cao Đẳng Dược Phú Thọ,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-duoc-phu-tho-167,CDU,Phú Thọ,None,None
Cao Đẳng Công Nghệ và Kinh Doanh Việt Tiến,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-va-kinh-doanh-viet-tien-83,CCZ,Đà Nẵng,None,None
Cao Đẳng Sư Phạm Hưng Yên,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-hung-yen-5,C22,Hưng Yên,None,None
Cao Đẳng Sư Phạm Lào Cai,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-lao-cai-18,C08,Lào Cai,None,None
Cao Đẳng Công Nghệ Thông Tin Hữu Nghị Việt Hàn,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-cong-nghe-thong-tin-huu-nghi-viet-han-86,CHV,Đà Nẵng,None,None
Trường Sĩ Quan Không Quân - Hệ Cao đẳng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/truong-si-quan-khong-quan-he-cao-dang-326,KGC,Khánh Hòa,None,None
Cao Đẳng Hải Dương,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-hai-duong-117,C21,Hải Dương,None,None
Cao Đẳng Sư Phạm Quảng Ninh,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-quang-ninh-120,C17,Quảng Ninh,None,None
Cao Đẳng Sư Phạm Hà Nam,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-ha-nam-113,C24,Hà Nam,None,None
Cao Đẳng Sư Phạm Tuyên Quang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-tuyen-quang-195,C09,Tuyên Quang,None,None
Cao Đẳng Kinh Tế Kỹ Thuật Lâm Đồng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-kinh-te-ky-thuat-lam-dong-12,CKZ,Lâm Đồng,None,None
Cao Đẳng Giao Thông Vận Tải 3,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-giao-thong-van-tai-3-69,CGS,TP HCM,None,None
Cao Đẳng Văn Hóa Nghệ Thuật và Du Lịch Nha Trang,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-van-hoa-nghe-thuat-va-du-lich-nha-trang-110,CDK,Khánh Hòa,None,None
Cao Đẳng Sư Phạm Ninh Thuận,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-ninh-thuan-181,C45,Ninh Thuận,None,None
Cao Đẳng Sư Phạm Sóc Trăng,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-soc-trang-161,C59,Sóc Trăng,None,None
Cao Đẳng Sư Phạm Cà Mau,https://diemthi.vnexpress.net/tra-cuu-dai-hoc/cao-dang-su-pham-ca-mau-103,C61,Cà Mau,None,None
